product_name,brand,Category,city,order_date,month,retail_price,discounted_price,discount_pct,discount_band,price_band,units_sold,revenue,product_rating_clean,Rating_Status,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Chennai,21-10-2023,2023-10,650,439,32.5,30-50%,Mid (500-1500),255,8288,0,Not Rated,,,,,
Rk Plant Container Set,Rk,Tools & Hardware,Hyderabad,13-04-2023,2023-04,999,625,37.4,30-50%,Mid (500-1500),115,4301,0,Not Rated,,,,,
Atlantic Garden Orchid Pots Plant Container Set,Atlantic,Tools & Hardware,Chennai,24-10-2023,2023-10,649,399,38.5,30-50%,Mid (500-1500),190,7315,0,Not Rated,,,,,
Easy Gardening 6 Inch Black Plant Container Set,Easy Gardening,Tools & Hardware,Chennai,05-05-2023,2023-05,499,350,29.9,10-30%,Budget (<500),401,11990,0,Not Rated,,,,,
Natures Plus Home Garden Plant Container Set,Natures Plus,Tools & Hardware,Delhi,19-11-2023,2023-11,450,444,1.3,0-10%,Budget (<500),407,529,0,Not Rated,,,,,
Go Hooked Plant Container Set,Go Hooked,Tools & Hardware,Mumbai,06-10-2023,2023-10,550,550,0,0-10%,Mid (500-1500),438,0,0,Not Rated,,,,,
Dolphin Miles Women Wedges,Unknown,Footwear,Chennai,22-06-2023,2023-06,495,349,29.5,10-30%,Budget (<500),195,5753,0,Not Rated,,,,,
Real Seed Window Garden Planter Highly Durable And Elegant Plant Container Set,Real Seed,Tools & Hardware,Mumbai,01-05-2023,2023-05,1740,1440,17.2,10-30%,Premium (1500-5000),282,4850,0,Not Rated,,,,,
Green Girgit Plant Container Set,Green Girgit,Tools & Hardware,Bengaluru,13-09-2023,2023-09,600,475,20.8,10-30%,Mid (500-1500),158,3286,0,Not Rated,,,,,
Dolphin Miles Women Wedges,Unknown,Footwear,Mumbai,07-09-2023,2023-09,525,349,33.5,30-50%,Mid (500-1500),290,9715,3.5,Rated,,,,,
Dolphin Miles Women Wedges,Unknown,Footwear,Delhi,24-12-2023,2023-12,525,349,33.5,30-50%,Mid (500-1500),189,6332,0,Not Rated,,,,,
Dolphin Miles Women Wedges,Unknown,Footwear,Pune,08-07-2023,2023-07,525,349,33.5,30-50%,Mid (500-1500),258,8643,0,Not Rated,,,,,
Easy Gardening Home Plant Container Set,Easy Gardening,Tools & Hardware,Bengaluru,04-05-2023,2023-05,1400,1150,17.9,10-30%,Mid (500-1500),64,1146,0,Not Rated,,,,,
Dolphin Miles Women Wedges,Unknown,Footwear,Chennai,24-05-2023,2023-05,525,349,33.5,30-50%,Mid (500-1500),379,12697,5,Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Bengaluru,02-11-2023,2023-11,640,425,33.6,30-50%,Mid (500-1500),403,13541,0,Not Rated,,,,,
Dolphin Miles Titanic Heeled Women Wedges,Unknown,Footwear,Chennai,17-07-2023,2023-07,475,335,29.5,10-30%,Budget (<500),240,7080,0,Not Rated,,,,,
"JaipurKurti Casual, Formal Printed Women's Kurti",Unknown,Clothing,Hyderabad,18-11-2023,2023-11,1299,649,50,30-50%,Mid (500-1500),46,2300,0,Not Rated,,,,,
Dolphin Miles Women Wedges,Unknown,Footwear,Pune,12-10-2023,2023-10,525,349,33.5,30-50%,Mid (500-1500),115,3853,5,Rated,,,,,
Go Hooked Basket Plant Container Set,Go Hooked,Tools & Hardware,Mumbai,01-08-2023,2023-08,700,700,0,0-10%,Mid (500-1500),308,0,4,Rated,,,,,
Dolphin Miles Women Wedges,Unknown,Footwear,Hyderabad,24-06-2023,2023-06,495,345,30.3,30-50%,Budget (<500),73,2212,4,Rated,,,,,
Yuccabe Italia Stoic Orange Self Watering Planter Plant Container Set,Yuccabe Italia,Tools & Hardware,Delhi,15-09-2023,2023-09,1299,750,42.3,30-50%,Mid (500-1500),249,10533,0,Not Rated,,,,,
Easy Gardening Home Plant Container Set,Easy Gardening,Tools & Hardware,Mumbai,07-11-2023,2023-11,1200,899,25.1,10-30%,Mid (500-1500),224,5622,0,Not Rated,,,,,
Yuccabe Italia Combo for 3 Stoic Green Self Watering planter Plant Container Set,Yuccabe Italia,Tools & Hardware,Chennai,18-07-2023,2023-07,3897,1799,53.8,50%+,Premium (1500-5000),310,16678,0,Not Rated,,,,,
Yuccabe Italia Combo for 3 Stoic Orange Self Watering planter Plant Container Set,Yuccabe Italia,Tools & Hardware,Hyderabad,08-12-2023,2023-12,3897,1799,53.8,50%+,Premium (1500-5000),420,22596,0,Not Rated,,,,,
Real Seed Hanging Stylish Planter Highly Durable And Elegant Plant Container Set,Real Seed,Tools & Hardware,Mumbai,06-07-2023,2023-07,3180,2780,12.6,10-30%,Premium (1500-5000),181,2281,0,Not Rated,,,,,
Stefino Women Wedges,Unknown,Footwear,Hyderabad,05-11-2023,2023-11,499,450,9.8,0-10%,Budget (<500),377,3695,0,Not Rated,,,,,
Suntree Garden Plant Container Set,Suntree,Tools & Hardware,Hyderabad,28-08-2023,2023-08,500,500,0,0-10%,Mid (500-1500),37,0,0,Not Rated,,,,,
Radongrow Plant Container Set,Radongrow,Tools & Hardware,Mumbai,19-05-2023,2023-05,300,300,0,0-10%,Budget (<500),314,0,0,Not Rated,,,,,
Green Girgit Plant Container Set,Green Girgit,Tools & Hardware,Bengaluru,24-08-2023,2023-08,500,350,30,10-30%,Mid (500-1500),495,14850,4,Rated,,,,,
Color Palatte Plant Container Set,Color Palatte,Tools & Hardware,Mumbai,25-04-2023,2023-04,950,455,52.1,50%+,Mid (500-1500),63,3282,0,Not Rated,,,,,
Yuccabe Italia Plant Container Set,Yuccabe Italia,Tools & Hardware,Pune,14-05-2023,2023-05,2598,1299,50,30-50%,Premium (1500-5000),472,23600,0,Not Rated,,,,,
ARB HP Compaq Presario CQ45 Replacement 6 Cell Laptop Battery,ARB,Computers,Delhi,12-08-2023,2023-08,3499,1499,57.2,50%+,Premium (1500-5000),63,3604,0,Not Rated,,,,,
HP Pavilion DV6-2059eo 6 Cell Laptop Battery,HP,Computers,Delhi,28-09-2023,2023-09,4984,4984,0,0-10%,Premium (1500-5000),128,0,0,Not Rated,,,,,
HP Pavilion DV6z 6 Cell Laptop Battery,HP,Computers,Pune,25-07-2023,2023-07,4999,4999,0,0-10%,Premium (1500-5000),393,0,0,Not Rated,,,,,
HP Pavilion DV6-2070eo 6 Cell Laptop Battery,HP,Computers,Pune,26-04-2023,2023-04,4999,4999,0,0-10%,Premium (1500-5000),88,0,0,Not Rated,,,,,
HP Presario G50 6 Cell Laptop Battery,HP,Computers,Delhi,04-05-2023,2023-05,4999,3690,26.2,10-30%,Premium (1500-5000),207,5423,0,Not Rated,,,,,
Lapguard Dell U661H Compatible Black 6 Cell Laptop Battery,Lapguard,Computers,Pune,09-05-2023,2023-05,3999,1799,55,50%+,Premium (1500-5000),105,5775,0,Not Rated,,,,,
Rega IT Hp Pavilion DV6-6080SF DV6-6081EI 12 Cell 12 Cell Laptop Battery,Rega IT,Computers,Pune,11-04-2023,2023-04,4999,2499,50,30-50%,Premium (1500-5000),280,14000,0,Not Rated,,,,,
Lapguard Toshiba Portege S100-S113TD Replacement 6 Cell Laptop Battery,Lapguard,Computers,Chennai,18-11-2023,2023-11,3999,1899,52.5,50%+,Premium (1500-5000),95,4988,0,Not Rated,,,,,
Hako HP Compaq Presario CQ45-106AU 6 Cell Laptop Battery,Hako,Computers,Hyderabad,05-12-2023,2023-12,2950,1299,56,50%+,Premium (1500-5000),482,26992,4,Rated,,,,,
Lapguard HP Pavilion DV4129EA Compatible Black 6 Cell Laptop Battery,Lapguard,Computers,Pune,03-05-2023,2023-05,3999,1699,57.5,50%+,Premium (1500-5000),382,21965,0,Not Rated,,,,,
Easy Gardening 5.5 Inch Nursery Plant Container Set,Easy Gardening,Tools & Hardware,Pune,18-09-2023,2023-09,499,299,40.1,30-50%,Budget (<500),72,2887,0,Not Rated,,,,,
HP Pavilion G71 6 Cell Laptop Battery,HP,Computers,Pune,01-11-2023,2023-11,4999,3515,29.7,10-30%,Premium (1500-5000),418,12415,0,Not Rated,,,,,
Rega IT Hp Pavilion DV2507TX DV2508TU 6 Cell 6 Cell Laptop Battery,Rega IT,Computers,Pune,13-05-2023,2023-05,2699,1299,51.9,50%+,Premium (1500-5000),94,4879,0,Not Rated,,,,,
Go Hooked Mini Table Plant Container Set,Go Hooked,Tools & Hardware,Hyderabad,06-07-2023,2023-07,750,750,0,0-10%,Mid (500-1500),361,0,5,Rated,,,,,
HP PavilionDV5-1019tx 6 Cell Laptop Battery,HP,Computers,Delhi,09-06-2023,2023-06,4999,4999,0,0-10%,Premium (1500-5000),344,0,0,Not Rated,,,,,
Rega IT Hp Pavilion DV2520TX DV2521EA 6 Cell 6 Cell Laptop Battery,Rega IT,Computers,Pune,17-09-2023,2023-09,2699,1299,51.9,50%+,Premium (1500-5000),67,3477,0,Not Rated,,,,,
HP Pavilion DV6-2060so 6 Cell Laptop Battery,HP,Computers,Pune,04-12-2023,2023-12,4970,4970,0,0-10%,Premium (1500-5000),205,0,0,Not Rated,,,,,
Rega IT Hp Pavilion DV2047TX DV2048TU 6 Cell 6 Cell Laptop Battery,Rega IT,Computers,Bengaluru,20-11-2023,2023-11,2699,1299,51.9,50%+,Premium (1500-5000),226,11729,0,Not Rated,,,,,
HP PavilionDV5-1010tx 6 Cell Laptop Battery,HP,Computers,Bengaluru,23-04-2023,2023-04,4999,4999,0,0-10%,Premium (1500-5000),376,0,0,Not Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Bengaluru,25-08-2023,2023-08,380,288,24.2,10-30%,Budget (<500),467,11301,0,Not Rated,,,,,
ARB LG LW60-DBJA Replacement 6 Cell Laptop Battery,ARB,Computers,Chennai,03-09-2023,2023-09,3499,1799,48.6,30-50%,Premium (1500-5000),232,11275,0,Not Rated,,,,,
Natures Plus Home Garden Plant Container Set,Natures Plus,Tools & Hardware,Bengaluru,01-09-2023,2023-09,300,300,0,0-10%,Budget (<500),187,0,5,Rated,,,,,
Hako HP Compaq Presario CQ45-137TX 6 Cell Laptop Battery,Hako,Computers,Delhi,08-08-2023,2023-08,2950,1299,56,50%+,Premium (1500-5000),310,17360,0,Not Rated,,,,,
Rega IT Hp Compaq 464059-001 464059-121 8 Cell Laptop Battery,Rega IT,Computers,Delhi,13-11-2023,2023-11,2199,1499,31.8,30-50%,Premium (1500-5000),492,15646,0,Not Rated,,,,,
ARB HP Compaq Presario CQ45 Compatible Black 6 Cell Laptop Battery,ARB,Computers,Bengaluru,20-05-2023,2023-05,3499,1499,57.2,50%+,Premium (1500-5000),72,4118,4,Rated,,,,,
Lapguard Lenovo ThinkPad L420 Replacement 6 Cell Laptop Battery,Lapguard,Computers,Chennai,21-11-2023,2023-11,3999,1999,50,30-50%,Premium (1500-5000),202,10100,0,Not Rated,,,,,
Color Palatte Hanging Planter Plant Container Set,Color Palatte,Tools & Hardware,Chennai,23-07-2023,2023-07,1320,655,50.4,50%+,Mid (500-1500),65,3276,0,Not Rated,,,,,
HP Compaq Presario CQ43 6 Cell Laptop Battery,HP,Computers,Bengaluru,09-10-2023,2023-10,4550,2478,45.5,30-50%,Premium (1500-5000),404,18382,1,Rated,,,,,
Hako HP Compaq Presario CQ45-207TU 6 Cell Laptop Battery,Hako,Computers,Mumbai,22-04-2023,2023-04,2950,1299,56,50%+,Premium (1500-5000),399,22344,4,Rated,,,,,
Wonderland Plant Container Set,Wonderland,Tools & Hardware,Delhi,25-04-2023,2023-04,850,850,0,0-10%,Mid (500-1500),314,0,0,Not Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Mumbai,02-10-2023,2023-10,750,511,31.9,30-50%,Mid (500-1500),293,9347,0,Not Rated,,,,,
Minervanaturals Plant Container Set,Minervanaturals,Tools & Hardware,Pune,10-05-2023,2023-05,700,500,28.6,10-30%,Mid (500-1500),36,1030,0,Not Rated,,,,,
Color Palatte Hanging Planter Plant Container Set,Color Palatte,Tools & Hardware,Bengaluru,19-12-2023,2023-12,1800,885,50.8,50%+,Premium (1500-5000),194,9855,0,Not Rated,,,,,
Minerva Naturals Plant Container Set,Minerva Naturals,Tools & Hardware,Mumbai,24-07-2023,2023-07,600,400,33.3,30-50%,Mid (500-1500),285,9491,0,Not Rated,,,,,
Nell Women Wedges,Unknown,Footwear,Pune,18-05-2023,2023-05,799,499,37.5,30-50%,Mid (500-1500),398,14925,0,Not Rated,,,,,
Fab Rajasthan Casual Graphic Print Women's Kurti,Unknown,Clothing,Chennai,02-09-2023,2023-09,1250,850,32,30-50%,Mid (500-1500),289,9248,0,Not Rated,,,,,
ShellysTrends Planters Plant Container Set,ShellysTrends,Tools & Hardware,Chennai,16-09-2023,2023-09,1099,499,54.6,50%+,Mid (500-1500),232,12667,0,Not Rated,,,,,
Shoekool Women Wedges,Unknown,Footwear,Hyderabad,04-12-2023,2023-12,1499,699,53.4,50%+,Mid (500-1500),18,961,0,Not Rated,,,,,
Karnavati Women Wedges,Unknown,Footwear,Hyderabad,13-06-2023,2023-06,749,649,13.4,10-30%,Mid (500-1500),496,6646,0,Not Rated,,,,,
Style Her Women Wedges,Unknown,Footwear,Hyderabad,02-08-2023,2023-08,1299,425,67.3,50%+,Mid (500-1500),409,27526,0,Not Rated,,,,,
Relexop Women Wedges,Unknown,Footwear,Pune,26-04-2023,2023-04,999,325,67.5,50%+,Mid (500-1500),366,24705,0,Not Rated,,,,,
Wellworth Women Wedges,Unknown,Footwear,Pune,01-06-2023,2023-06,1099,449,59.1,50%+,Mid (500-1500),312,18439,0,Not Rated,,,,,
Super Drool Designer Plant Container Set,Super Drool,Tools & Hardware,Pune,26-12-2023,2023-12,729,569,21.9,10-30%,Mid (500-1500),72,1577,0,Not Rated,,,,,
Easy Gardening Home Plant Container Set,Easy Gardening,Tools & Hardware,Delhi,10-09-2023,2023-09,2500,1800,28,10-30%,Premium (1500-5000),11,308,0,Not Rated,,,,,
Green Girgit Plant Container Set,Green Girgit,Tools & Hardware,Mumbai,20-12-2023,2023-12,600,475,20.8,10-30%,Mid (500-1500),495,10296,0,Not Rated,,,,,
Super Drool Hearty Plant Container Set,Super Drool,Tools & Hardware,Chennai,13-10-2023,2023-10,699,459,34.3,30-50%,Mid (500-1500),300,10290,0,Not Rated,,,,,
VGreen Plant Container Set,VGreen,Tools & Hardware,Bengaluru,15-11-2023,2023-11,1700,1350,20.6,10-30%,Premium (1500-5000),127,2616,0,Not Rated,,,,,
Suntree Garden Plant Container Set,Suntree,Tools & Hardware,Delhi,18-10-2023,2023-10,500,500,0,0-10%,Mid (500-1500),40,0,0,Not Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Hyderabad,20-08-2023,2023-08,1400,850,39.3,30-50%,Mid (500-1500),354,13912,0,Not Rated,,,,,
Go Hooked Plant Container Set,Go Hooked,Tools & Hardware,Mumbai,07-10-2023,2023-10,650,650,0,0-10%,Mid (500-1500),466,0,0,Not Rated,,,,,
Agricart Centaurea Dwarf Mix Seed,Agricart,Home Improvement,Mumbai,12-09-2023,2023-09,80,80,0,0-10%,Budget (<500),273,0,0,Not Rated,,,,,
Real Seed Planter Highly Durable And Elegant Plant Container Set,Real Seed,Tools & Hardware,Mumbai,14-06-2023,2023-06,790,460,41.8,30-50%,Mid (500-1500),151,6312,0,Not Rated,,,,,
Joy Living Garden Plant Container Set,Joy Living,Tools & Hardware,Delhi,02-06-2023,2023-06,300,300,0,0-10%,Budget (<500),321,0,5,Rated,,,,,
Agricart Yard Long Beans Seed,Agricart,Home Improvement,Bengaluru,04-07-2023,2023-07,100,100,0,0-10%,Budget (<500),261,0,0,Not Rated,,,,,
Concorde Cas 154 Plant Container Set,Concorde,Tools & Hardware,Pune,04-04-2023,2023-04,400,250,37.5,30-50%,Budget (<500),169,6338,0,Not Rated,,,,,
E-plant Edible Vegetable Seed,E-plant,Home Improvement,Chennai,06-09-2023,2023-09,299,150,49.8,30-50%,Budget (<500),222,11056,0,Not Rated,,,,,
Inspired Livingg Sky Plant Container Set,Inspired Livingg,Tools & Hardware,Pune,17-10-2023,2023-10,749,579,22.7,10-30%,Mid (500-1500),138,3133,0,Not Rated,,,,,
E-plant Black Eyed Peas Culinary Vegetable Seed,E-plant,Home Improvement,Pune,12-04-2023,2023-04,299,150,49.8,30-50%,Budget (<500),341,16982,0,Not Rated,,,,,
Yuccabe Italia Plant Container Set,Yuccabe Italia,Tools & Hardware,Pune,24-11-2023,2023-11,2598,1299,50,30-50%,Premium (1500-5000),141,7050,0,Not Rated,,,,,
Color Palatte Plant Container Set,Color Palatte,Tools & Hardware,Hyderabad,10-12-2023,2023-12,1150,575,50,30-50%,Mid (500-1500),117,5850,0,Not Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Hyderabad,17-12-2023,2023-12,650,400,38.5,30-50%,Mid (500-1500),397,15285,0,Not Rated,,,,,
Shreewardhan Decor Plant Container Set,Shreewardhan Decor,Tools & Hardware,Delhi,01-08-2023,2023-08,799,549,31.3,30-50%,Mid (500-1500),356,11143,0,Not Rated,,,,,
Super Drool Polka Dot Plant Container Set,Super Drool,Tools & Hardware,Hyderabad,27-09-2023,2023-09,1199,599,50,30-50%,Mid (500-1500),499,24950,0,Not Rated,,,,,
Shreewardhan Decor Beautifully Designed Glossy Finish Different Size Plant Container Set,Shreewardhan Decor,Tools & Hardware,Delhi,15-07-2023,2023-07,1899,1411,25.7,10-30%,Premium (1500-5000),127,3264,0,Not Rated,,,,,
Green Girgit Plant Container Set,Green Girgit,Tools & Hardware,Delhi,02-10-2023,2023-10,500,375,25,10-30%,Mid (500-1500),183,4575,1,Rated,,,,,
STILETTO Women Wedges,Unknown,Footwear,Pune,01-05-2023,2023-05,1499,499,66.7,50%+,Mid (500-1500),394,26280,0,Not Rated,,,,,
Joy Living Garden Plant Container Set,Joy Living,Tools & Hardware,Mumbai,05-12-2023,2023-12,350,350,0,0-10%,Budget (<500),319,0,0,Not Rated,,,,,
Mennenni Life Sciences Uv Stabilised Grow Bags Plant Container Set,Mennenni Life Sciences,Tools & Hardware,Chennai,25-11-2023,2023-11,240,240,0,0-10%,Budget (<500),340,0,0,Not Rated,,,,,
ARB HP Pavilion dv6-1030em Replacement 6 Cell Laptop Battery,ARB,Computers,Hyderabad,11-05-2023,2023-05,3499,1499,57.2,50%+,Premium (1500-5000),99,5663,0,Not Rated,,,,,
Femella Printed Women's Tunic,Unknown,Clothing,Hyderabad,02-08-2023,2023-08,990,495,50,30-50%,Mid (500-1500),125,6250,0,Not Rated,,,,,
Sutra Decor Handmade Metallic Petals Planters Plant Container Set,Sutra Decor,Tools & Hardware,Delhi,16-07-2023,2023-07,2375,1313,44.7,30-50%,Premium (1500-5000),340,15198,0,Not Rated,,,,,
Lapguard Lenovo G470AH Replacement 6 Cell Laptop Battery,Lapguard,Computers,Bengaluru,15-06-2023,2023-06,3999,1799,55,50%+,Premium (1500-5000),172,9460,0,Not Rated,,,,,
ARB Toshiba Dynabook SS MX/395LS Compatible Black 6 Cell Laptop Battery,ARB,Computers,Hyderabad,10-08-2023,2023-08,3499,1599,54.3,50%+,Premium (1500-5000),262,14227,0,Not Rated,,,,,
Lapguard Acer TravelMate 5740-524G32Mn Replacement 6 Cell Laptop Battery,Lapguard,Computers,Pune,14-04-2023,2023-04,3999,1699,57.5,50%+,Premium (1500-5000),161,9258,0,Not Rated,,,,,
Nell Women Sandals,Unknown,Footwear,Chennai,12-07-2023,2023-07,799,499,37.5,30-50%,Mid (500-1500),406,15225,0,Not Rated,,,,,
Joy Living Garden Plant Container Set,Joy Living,Tools & Hardware,Delhi,27-06-2023,2023-06,730,730,0,0-10%,Mid (500-1500),285,0,0,Not Rated,,,,,
Lapguard HP Pavilion DV4101AP Replacement 6 Cell Laptop Battery,Lapguard,Computers,Mumbai,18-12-2023,2023-12,3999,1699,57.5,50%+,Premium (1500-5000),239,13743,0,Not Rated,,,,,
Lapguard HP Pavilion DV1718TU Replacement 6 Cell Laptop Battery,Lapguard,Computers,Delhi,02-12-2023,2023-12,3999,1699,57.5,50%+,Premium (1500-5000),246,14145,0,Not Rated,,,,,
"Fastrack ND9912PP11J Teevirus Analog Watch  - For Men, Women",Unknown,Watches,Mumbai,07-04-2023,2023-04,750,750,0,0-10%,Mid (500-1500),355,0,5,Rated,,,,,
Nexus NX_7636 Analog Watch  - For Women,Unknown,Watches,Chennai,16-08-2023,2023-08,999,999,0,0-10%,Mid (500-1500),277,0,0,Not Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Chennai,07-05-2023,2023-05,750,515,31.3,30-50%,Mid (500-1500),374,11706,0,Not Rated,,,,,
Lapguard HP Pavilion dv6-2006tx Replacement 6 Cell Laptop Battery,Lapguard,Computers,Pune,12-06-2023,2023-06,3999,1699,57.5,50%+,Premium (1500-5000),96,5520,0,Not Rated,,,,,
ARB HP 411462-421 Compatible Black 6 Cell Laptop Battery,ARB,Computers,Mumbai,27-11-2023,2023-11,3499,1499,57.2,50%+,Premium (1500-5000),405,23166,0,Not Rated,,,,,
Rega IT Hp Pavilion DV6170EA DV6171CL 12 Cell 12 Cell Laptop Battery,Rega IT,Computers,Mumbai,18-10-2023,2023-10,4999,2499,50,30-50%,Premium (1500-5000),43,2150,0,Not Rated,,,,,
Lapguard HP Pavilion dv6159EA Compatible Black 6 Cell Laptop Battery,Lapguard,Computers,Bengaluru,27-04-2023,2023-04,3999,1699,57.5,50%+,Premium (1500-5000),362,20815,0,Not Rated,,,,,
Yuccabe Italia Stella White Self Watering Plant Container Set,Yuccabe Italia,Tools & Hardware,Mumbai,17-09-2023,2023-09,7794,3399,56.4,50%+,Luxury (5000+),296,16694,0,Not Rated,,,,,
"Now B140-SRR12 Analog Watch  - For Men, Women",Unknown,Watches,Chennai,02-09-2023,2023-09,695,625,10.1,10-30%,Mid (500-1500),196,1980,0,Not Rated,,,,,
Lapguard HP Pavilion DV1040US Replacement 6 Cell Laptop Battery,Lapguard,Computers,Chennai,25-12-2023,2023-12,3999,1699,57.5,50%+,Premium (1500-5000),322,18515,0,Not Rated,,,,,
Easy Gardening Home Plant Container Set,Easy Gardening,Tools & Hardware,Chennai,18-04-2023,2023-04,800,599,25.1,10-30%,Mid (500-1500),296,7430,0,Not Rated,,,,,
Lapguard Acer Aspire 4741G-5464G50Mn Replacement 6 Cell Laptop Battery,Lapguard,Computers,Bengaluru,05-09-2023,2023-09,3999,1699,57.5,50%+,Premium (1500-5000),417,23978,0,Not Rated,,,,,
Sonata 8015YL01 Analog Watch  - For Women,Unknown,Watches,Chennai,20-07-2023,2023-07,950,950,0,0-10%,Mid (500-1500),93,0,4.5,Rated,,,,,
Green Girgit Plant Container Set,Green Girgit,Tools & Hardware,Mumbai,02-07-2023,2023-07,400,275,31.3,30-50%,Budget (<500),97,3036,0,Not Rated,,,,,
Sonata 8959YL02 Yuva Gold Analog Watch  - For Women,Unknown,Watches,Pune,15-05-2023,2023-05,750,750,0,0-10%,Mid (500-1500),240,0,3.7,Rated,,,,,
Rega IT Acer Aspire One 532H-B123F 532H-CBK123G 6 Cell Laptop Battery,Rega IT,Computers,Delhi,02-09-2023,2023-09,2599,1299,50,30-50%,Premium (1500-5000),131,6550,0,Not Rated,,,,,
Times SD_183 Casual Analog Watch  - For Women,Unknown,Watches,Bengaluru,05-05-2023,2023-05,599,549,8.3,0-10%,Mid (500-1500),315,2615,0,Not Rated,,,,,
RCE Dell Inspiron WK379 9 Cell Laptop Battery,RCE,Computers,Hyderabad,24-11-2023,2023-11,3500,2041,41.7,30-50%,Premium (1500-5000),403,16805,0,Not Rated,,,,,
Easy Gardening 7 Inch Elegance Plant Container Set,Easy Gardening,Tools & Hardware,Chennai,28-05-2023,2023-05,999,599,40,30-50%,Mid (500-1500),309,12360,0,Not Rated,,,,,
Flippd FDLSP1507 Analog Watch  - For Women,Unknown,Watches,Delhi,12-07-2023,2023-07,799,799,0,0-10%,Mid (500-1500),169,0,3,Rated,,,,,
Green Girgit Plant Container Set,Green Girgit,Tools & Hardware,Chennai,20-07-2023,2023-07,600,475,20.8,10-30%,Mid (500-1500),190,3952,0,Not Rated,,,,,
Sonata Gold Plated GOLDP Analog Watch  - For Men,Unknown,Watches,Mumbai,08-11-2023,2023-11,999,999,0,0-10%,Mid (500-1500),255,0,0,Not Rated,,,,,
Autopot Plant Container Set,Autopot,Tools & Hardware,Hyderabad,01-09-2023,2023-09,9990,9600,3.9,0-10%,Luxury (5000+),268,1045,0,Not Rated,,,,,
E-plant Plant Container Set,E-plant,Tools & Hardware,Mumbai,22-07-2023,2023-07,999,525,47.4,30-50%,Mid (500-1500),14,664,0,Not Rated,,,,,
Do Bhai 400 Women Wedges,Unknown,Footwear,Chennai,28-06-2023,2023-06,499,499,0,0-10%,Budget (<500),308,0,2.8,Rated,,,,,
Sonata 7007YL08 Watch,Unknown,Watches,Mumbai,15-05-2023,2023-05,849,849,0,0-10%,Mid (500-1500),435,0,0,Not Rated,,,,,
Sonata 7016YM04 Watch,Unknown,Watches,Mumbai,15-11-2023,2023-11,840,789,6.1,0-10%,Mid (500-1500),107,653,0,Not Rated,,,,,
Rk Plant Container Set,Rk,Tools & Hardware,Hyderabad,28-11-2023,2023-11,2999,1799,40,30-50%,Premium (1500-5000),383,15320,0,Not Rated,,,,,
VGreen Plant Container Set,VGreen,Tools & Hardware,Hyderabad,13-12-2023,2023-12,1999,1390,30.5,30-50%,Premium (1500-5000),434,13237,0,Not Rated,,,,,
Avya Casual Printed Women's Kurti,Unknown,Clothing,Delhi,12-05-2023,2023-05,999,399,60.1,50%+,Mid (500-1500),13,781,0,Not Rated,,,,,
ShellysTrends Planters Plant Container Set,ShellysTrends,Tools & Hardware,Pune,22-10-2023,2023-10,1599,699,56.3,50%+,Premium (1500-5000),150,8445,0,Not Rated,,,,,
Geonaute 1620362 Digital Watch  - For Men,Unknown,Watches,Bengaluru,18-08-2023,2023-08,849,799,5.9,0-10%,Mid (500-1500),185,1092,2.5,Rated,,,,,
Pyramid Cocopeat Plant Container Set,Pyramid Cocopeat,Tools & Hardware,Hyderabad,25-06-2023,2023-06,250,180,28,10-30%,Budget (<500),117,3276,0,Not Rated,,,,,
Maxima 21104BMLY Gold Analog Watch  - For Women,Unknown,Watches,Chennai,17-08-2023,2023-08,1295,1165,10,0-10%,Mid (500-1500),46,460,4.5,Rated,,,,,
Joy Living Garden Plant Container Set,Joy Living,Tools & Hardware,Bengaluru,20-06-2023,2023-06,450,450,0,0-10%,Budget (<500),431,0,2.3,Rated,,,,,
Sonata 7086SL04 Tech 1 Analog Watch  - For Men,Unknown,Watches,Bengaluru,27-05-2023,2023-05,998,998,0,0-10%,Mid (500-1500),176,0,4.2,Rated,,,,,
Timewel 1100-N695B Analog Watch  - For Men,Unknown,Watches,Pune,12-11-2023,2023-11,855,855,0,0-10%,Mid (500-1500),465,0,0,Not Rated,,,,,
Maxima 25061CMLY Gold Analog Watch  - For Women,Unknown,Watches,Chennai,10-04-2023,2023-04,795,795,0,0-10%,Mid (500-1500),243,0,3.3,Rated,,,,,
Pyramid Cocopeat Plant Container Set,Pyramid Cocopeat,Tools & Hardware,Delhi,03-09-2023,2023-09,450,260,42.2,30-50%,Budget (<500),103,4347,0,Not Rated,,,,,
Sonata Everyday Analog Watch - For Men,Unknown,Watches,Pune,16-08-2023,2023-08,1095,1095,0,0-10%,Mid (500-1500),181,0,4.3,Rated,,,,,
Figo Fashion LL-1006BLK Analog Watch  - For Women,Unknown,Watches,Bengaluru,18-05-2023,2023-05,999,900,9.9,0-10%,Mid (500-1500),40,396,2,Rated,,,,,
